Age_Category,Gender,Occupational_Status,Annual_Salary,State,City,Latitude,Longitude,Residence,OTT_Platforms
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
11-20,Male,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
11-20,Male,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
11-20,Male,Student,,Bihar,Patna,25.61,85.1414,Town/City,Disney+ Hotstar
31-40,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Male,Student,,Uttar Pradesh,Haridwar,29.9457,78.1642,Town/City,Netflix
21-30,Male,Student,,Uttar Pradesh,Haridwar,29.9457,78.1642,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Other
11-20,Male,Student,,Kerala,Alapuzha,9.4981,76.3388,Town/City,Netflix
11-20,Male,Student,,Kerala,Alapuzha,9.4981,76.3388,Town/City,Amazon Prime
21-30,Female,Student,,Kerala,Tirur,10.9167,75.9245,Town/City,Netflix
21-30,Female,Student,,Kerala,Tirur,10.9167,75.9245,Town/City,Amazon Prime
21-30,Female,Student,,Kerala,Tirur,10.9167,75.9245,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Pathanamthitta,9.2647,76.7872,Rural,Telegram
21-30,Female,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Netflix
21-30,Female,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Amazon Prime
21-30,Female,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Disney+ Hotstar
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
11-20,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Amazon Prime
11-20,Male,Student,,Kerala,Thrissur,10.52,76.21,Town/City,Disney+ Hotstar
21-30,Female,Student,,West Bengal,Siliguri,26.72,88.42,Town/City,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Rajasthan,Jaipur,26.9167,75.8667,Town/City,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Rajasthan,Jaipur,26.9167,75.8667,Town/City,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Rajasthan,Jaipur,26.9167,75.8667,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Rural,Netflix
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Rural,Amazon Prime
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Rural,Disney+ Hotstar
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Netflix
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Amazon Prime
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Disney+ Hotstar
31-40,Female,Employed,less than 1 lakh,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Amazon Prime
11-20,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
11-20,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Pala,9.7131,76.6833,Town/City,Netflix
21-30,Male,Student,,Kerala,Pala,9.7131,76.6833,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Pala,9.7131,76.6833,Town/City,Disney+ Hotstar
21-30,Male,Student,,Jharkhand,Ranchi,23.3556,85.3347,Town/City,Netflix
21-30,Male,Student,,Jharkhand,Ranchi,23.3556,85.3347,Town/City,Amazon Prime
21-30,Male,Student,,Jharkhand,Ranchi,23.3556,85.3347,Town/City,Disney+ Hotstar
21-30,Male,Student,,Jharkhand,Ranchi,23.3556,85.3347,Town/City,SonyLIV
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,SonyLIV
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
51-60,Male,Retired,,Kerala,Kochi,9.9667,76.2833,Town/City,Netflix
51-60,Male,Retired,,Kerala,Kochi,9.9667,76.2833,Town/City,Amazon Prime
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Rural,Amazon Prime
11-20,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
11-20,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Kozhikode,11.2588,75.7804,Town/City,Netflix
11-20,Female,Student,,Kerala,Kozhikode,11.2588,75.7804,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Kozhikode,11.2588,75.7804,Town/City,Disney+ Hotstar
11-20,Male,Unemployed,,Kerala,Kochi,9.9667,76.2833,Town/City,Netflix
11-20,Male,Unemployed,,Kerala,Kochi,9.9667,76.2833,Town/City,Amazon Prime
11-20,Male,Unemployed,,Kerala,Kochi,9.9667,76.2833,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Netflix
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Amazon Prime
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Voot
11-20,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Netflix
21-30,Female,Student,,Madhya Pradesh,Bhopal,23.25,77.4167,Town/City,Netflix
21-30,Female,Student,,Madhya Pradesh,Bhopal,23.25,77.4167,Town/City,Amazon Prime
21-30,Female,Student,,Madhya Pradesh,Bhopal,23.25,77.4167,Town/City,Disney+ Hotstar
21-30,Female,Student,,Madhya Pradesh,Bhopal,23.25,77.4167,Town/City,Zee5
21-30,Female,Student,,Madhya Pradesh,Bhopal,23.25,77.4167,Town/City,SonyLIV
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Disney+ Hotstar
11-20,Male,Student,,Karnataka,Ballari,15.1394,76.9214,Rural,Netflix
11-20,Male,Student,,Karnataka,Ballari,15.1394,76.9214,Rural,Amazon Prime
11-20,Male,Student,,Karnataka,Ballari,15.1394,76.9214,Rural,Disney+ Hotstar
11-20,Male,Student,,Karnataka,Ballari,15.1394,76.9214,Rural,SonyLIV
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Voot
11-20,Male,Student,,Karnataka,Kolar,13.1333,78.1333,Rural,YouTube
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Palakkad,10.7867,76.6548,Town/City,Netflix
21-30,Male,Student,,Kerala,Palakkad,10.7867,76.6548,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Palakkad,10.7867,76.6548,Town/City,Disney+ Hotstar
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Male,Employed,more than 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
11-20,Male,Student,,Karnataka,Bhatkal,13.9993,74.5408,Rural,Netflix
11-20,Male,Student,,Karnataka,Bhatkal,13.9993,74.5408,Rural,Amazon Prime
11-20,Male,Student,,Karnataka,Bhatkal,13.9993,74.5408,Rural,Disney+ Hotstar
11-20,Male,Student,,Karnataka,Bhatkal,13.9993,74.5408,Rural,Telegram
11-20,Female,Student,,Andhra Pradesh,Podili,15.607,79.6146,Town/City,Amazon Prime
11-20,Female,Student,,Andhra Pradesh,Podili,15.607,79.6146,Town/City,Disney+ Hotstar
11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
11-20,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Zee5
21-30,Male,Student,,Karnataka,Tiptur,13.2593,76.4786,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Netflix
11-20,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Amazon Prime
11-20,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
11-20,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
11-20,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Disney+ Hotstar
11-20,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,YouTube
11-20,Male,Student,,Bihar,Gaya,24.75,85.0167,Town/City,Netflix
11-20,Male,Student,,Bihar,Gaya,24.75,85.0167,Town/City,Amazon Prime
11-20,Male,Student,,Bihar,Gaya,24.75,85.0167,Town/City,Disney+ Hotstar
11-20,Male,Student,,Bihar,Gaya,24.75,85.0167,Town/City,Zee5
11-20,Male,Student,,Bihar,Gaya,24.75,85.0167,Town/City,MX Player
21-30,Female,Student,,Uttar Pradesh,Agra,27.18,78.02,Town/City,Netflix
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Rural,Netflix
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Rural,Amazon Prime
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Netflix
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Amazon Prime
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Zee5
21-30,Female,Student,,Karnataka,Mangalore,12.8703,74.8806,Town/City,Voot
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Other
31-40,Male,Employed,more than 9 lakhs,Haryana,Jhajjar,28.6055,76.6538,Rural,Netflix
31-40,Male,Employed,more than 9 lakhs,Haryana,Jhajjar,28.6055,76.6538,Rural,Amazon Prime
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Other
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Telegram
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Other
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Zee5
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,SonyLIV
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Voot
21-30,Male,Employed,more than 9 lakhs,Kerala,Kochi,9.9667,76.2833,Town/City,Disney+ Hotstar
11-20,Female,Student,,Karnataka,Chikmagalur,13.3161,75.772,Town/City,Amazon Prime
11-20,Male,Student,,Bihar,Madhepura,25.924,86.7946,Town/City,Netflix
11-20,Male,Student,,Bihar,Madhepura,25.924,86.7946,Town/City,Amazon Prime
11-20,Male,Student,,Bihar,Madhepura,25.924,86.7946,Town/City,Disney+ Hotstar
21-30,Female,Employed,between 1 and  3 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
21-30,Male,Student,,Karnataka,Bangalore,12.9699,77.598,Rural,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
41-50,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Rural,Amazon Prime
21-30,Male,Student,,Karnataka,Gangavathi,15.4319,76.5281,Town/City,Netflix
21-30,Male,Student,,Karnataka,Gangavathi,15.4319,76.5281,Town/City,Amazon Prime
21-30,Male,Student,,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,SonyLIV
21-30,Male,Student,,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Netflix
21-30,Male,Student,,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Amazon Prime
21-30,Male,Student,,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Disney+ Hotstar
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Telegram
21-30,Male,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
21-30,Male,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
21-30,Male,Student,,Bihar,Patna,25.61,85.1414,Town/City,Disney+ Hotstar
21-30,Male,Student,,Bihar,Patna,25.61,85.1414,Town/City,SonyLIV
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Town/City,Netflix
21-30,Female,Student,,Karnataka,Tumkur,13.33,77.1,Town/City,Netflix
21-30,Male,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Male,Employed,between 6 and 9 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Disney+ Hotstar
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Pala,9.7131,76.6833,Rural,Netflix
31-40,Female,Employed,less than 1 lakh,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
31-40,Female,Employed,less than 1 lakh,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Zee5
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,SonyLIV
51-60,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Rural,Amazon Prime
51-60,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Rural,Disney+ Hotstar
51-60,Female,Unemployed,,Kerala,Kottayam,9.5916,76.5222,Rural,Zee5
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Netflix
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Amazon Prime
21-30,Female,Student,,Nagaland,Chumukudima,25.8041,93.7541,Town/City,Other
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Rural,Netflix
21-30,Male,Student,,Kerala,Kochi,9.9667,76.2833,Rural,Amazon Prime
21-30,Female,Student,,Nagaland,Dimapur,25.9091,93.7266,Town/City,Netflix
21-30,Female,Student,,Nagaland,Dimapur,25.9091,93.7266,Town/City,Amazon Prime
21-30,Female,Student,,Nagaland,Dimapur,25.9091,93.7266,Town/City,Disney+ Hotstar
21-30,Male,Student,,Uttar Pradesh,Kanpur,26.4499,80.3319,Town/City,Amazon Prime
31-40,Male,Employed,less than 1 lakh,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Netflix
31-40,Male,Employed,less than 1 lakh,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Amazon Prime
31-40,Male,Employed,less than 1 lakh,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Disney+ Hotstar
31-40,Male,Employed,less than 1 lakh,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Zee5
31-40,Male,Employed,less than 1 lakh,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,SonyLIV
21-30,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Alappuzha,9.4981,76.3388,Town/City,Netflix
21-30,Male,Student,,Kerala,Kayamkulam,9.1748,76.5013,Town/City,Netflix
21-30,Male,Student,,Kerala,Kayamkulam,9.1748,76.5013,Town/City,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Male,Student,,Punjab,Jalandhar,31.3256,75.5792,Town/City,Netflix
21-30,Male,Student,,Punjab,Jalandhar,31.3256,75.5792,Town/City,Amazon Prime
21-30,Male,Student,,Punjab,Jalandhar,31.3256,75.5792,Town/City,Disney+ Hotstar
11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Town/City,Other
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Netflix
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Amazon Prime
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Vaikom,9.7216,76.3927,Rural,Netflix
11-20,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Netflix
11-20,Female,Student,,Kerala,Kannur,11.8745,75.3704,Rural,Telegram
11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Netflix
11-20,Male,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Other
11-20,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Rural,Netflix
21-30,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
21-30,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
21-30,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
21-30,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Zee5
21-30,Female,Unemployed,,Kerala,Ernakulam,9.9816,76.2999,Town/City,SonyLIV
11-20,Male,Student,,Kannur,Irrity,11.9819,75.6703,Town/City,Netflix
11-20,Male,Student,,Kannur,Irrity,11.9819,75.6703,Town/City,Amazon Prime
11-20,Male,Student,,Kannur,Irrity,11.9819,75.6703,Town/City,Disney+ Hotstar
11-20,Female,Student,,Kerala,Alappuzha,9.4981,76.3388,Rural,Disney+ Hotstar
21-30,Female,Unemployed,,Bihar,Patna,25.61,85.1414,Town/City,Netflix
21-30,Female,Unemployed,,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
21-30,Female,Unemployed,,Bihar,Patna,25.61,85.1414,Town/City,Disney+ Hotstar
21-30,Female,Unemployed,,Bihar,Patna,25.61,85.1414,Town/City,Zee5
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Netflix
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Amazon Prime
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Disney+ Hotstar
21-30,Male,Employed,between 1 and  3 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Netflix
21-30,Male,Employed,between 1 and  3 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Amazon Prime
11-20,Female,Student,,Karnataka,Bangalore,12.9699,77.598,Town/City,Telegram
11-20,Female,Student,,West Bengal,Siliguri,26.72,88.42,Town/City,Netflix
11-20,Female,Student,,West Bengal,Siliguri,26.72,88.42,Town/City,Viki Rakuten
21-30,Female,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Netflix
21-30,Female,Student,,Delhi,Delhi,28.66,77.23,Metrpolitan,Amazon Prime
11-20,Female,Student,,Haryana,Hisar,29.1492,75.7217,Town/City,Netflix
11-20,Female,Student,,Haryana,Hisar,29.1492,75.7217,Town/City,Amazon Prime
21-30,Male,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Netflix
21-30,Male,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Amazon Prime
21-30,Male,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Disney+ Hotstar
21-30,Male,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Zee5
21-30,Male,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,SonyLIV
21-30,Male,Student,,Uttar Pradesh,Varanasi,25.3189,83.0128,Town/City,Voot
21-30,Female,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Netflix
21-30,Female,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Amazon Prime
21-30,Female,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Disney+ Hotstar
21-30,Female,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Zee5
21-30,Female,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,SonyLIV
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,Netflix
21-30,Female,Student,,Kerala,Kottayam,9.5916,76.5222,Town/City,3rd party websites
21-30,Female,Student,,Bihar,Madhubani,26.3483,86.0712,Town/City,Netflix
21-30,Female,Student,,Bihar,Madhubani,26.3483,86.0712,Town/City,Amazon Prime
21-30,Female,Student,,Bihar,Madhubani,26.3483,86.0712,Town/City,Disney+ Hotstar
21-30,Female,Student,,Bihar,Madhubani,26.3483,86.0712,Town/City,Voot
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Zee5
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,SonyLIV
11-20,Female,Student,,Jharkhand,Ranchi,23.3556,85.3347,Town/City,Netflix
11-20,Female,Student,,Jharkhand,Ranchi,23.3556,85.3347,Town/City,Amazon Prime
11-20,Female,Student,,Jharkhand,Ranchi,23.3556,85.3347,Town/City,Disney+ Hotstar
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Netflix
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Amazon Prime
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Town/City,Disney+ Hotstar
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Netflix
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Amazon Prime
21-30,Male,Student,,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Disney+ Hotstar
11-20,Female,Student,,Haryana,Kundli,28.8676,77.118,Town/City,Netflix
11-20,Female,Student,,Haryana,Kundli,28.8676,77.118,Town/City,Disney+ Hotstar
11-20,Female,Student,,Haryana,Kundli,28.8676,77.118,Town/City,Zee5
11-20,Female,Student,,Haryana,Kundli,28.8676,77.118,Town/City,Other
31-40,Male,Employed,less than 1 lakh,Kerala,Ernakulam,9.9816,76.2999,Rural,Netflix
31-40,Male,Employed,less than 1 lakh,Kerala,Ernakulam,9.9816,76.2999,Rural,Amazon Prime
21-30,Male,Unemployed,,Bihar,Motihari,26.6438,84.904,Town/City,Netflix
21-30,Male,Unemployed,,Bihar,Motihari,26.6438,84.904,Town/City,Amazon Prime
21-30,Male,Unemployed,,Bihar,Motihari,26.6438,84.904,Town/City,Disney+ Hotstar
21-30,Male,Unemployed,,Bihar,Motihari,26.6438,84.904,Town/City,Voot
21-30,Female,Student,,Uttar Pradesh,Kanpur,26.4499,80.3319,Town/City,Netflix
21-30,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Netflix
21-30,Female,Student,,Bihar,Patna,25.61,85.1414,Town/City,Disney+ Hotstar
21-30,Female,Employed,between 1 and  3 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
41-50,Female,Employed,less than 1 lakh,Delhi,Palam,28.5901,77.0888,Town/City,Netflix
11-20,Female,Student,,Kerala,Ernakulam,9.9816,76.2999,Metrpolitan,Netflix
21-30,Female,Student,,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Disney+ Hotstar
